Title,Wiki Page,Composition_Chunk,Awards_Chunk,Production_Chunk
The Prestige,https://en.wikipedia.org/wiki/The_Prestige_(film),,,"Julian Jarrold's and Sam Mendes' producer approached Christopher Priest for an adaptation of his novel The Prestige. Priest was impressed with Christopher Nolan's films Following and Memento, and subsequently, producer Valerie Dean brought the book to Nolan's attention. In October 2000, Nolan traveled to the United Kingdom to publicize Memento, as Newmarket Films was having difficulty finding a United States distributor. While in London, Nolan read Priest's book and shared the story with his brother Jonathan while walking around in Highgate (a location later featured in the scene where Angier ransoms Borden's stage engineer in Highgate Cemetery). The development process for The Prestige began as a reversal of their earlier collaboration: Jonathan Nolan had pitched his initial story for Memento to his brother during a road trip.
A year later, the option on the book became available and was purchased by Aaron Ryder of Newmarket Films. In late 2001, Nolan became busy with the post-production of Insomnia, and asked his brother to help work on the script. The writing process was a long collaboration between the Nolan brothers, occurring intermittently over a period of five years. In the script, the Nolans emphasized the magic of the story through the dramatic narrative, playing down the visual depiction of stage magic. The three-act screenplay was deliberately structured around the three elements of the film's illusion: the pledge, the turn, and the prestige. ""It took a long time to figure out how to achieve cinematic versions of the very literary devices that drive the intrigue of the story,"" Christopher Nolan told Variety: ""The shifting points of view, the idea of journals within journals and stories within stories. Finding the cinematic equivalents of those literary devices was very complex."" Although the film is thematically faithful to the novel, two major changes were made to the plot structure during the adaptation process: the novel's spiritualism subplot was removed, and the modern-day frame story was replaced with Borden's wait for the gallows. Priest approved of the adaptation, describing it as ""an extraordinary and brilliant script, a fascinating adaptation of my novel.""

In early 2003, Nolan planned to direct the film before the production of Batman Begins accelerated. Following the release of Batman Begins, Nolan started up the project again, negotiating with Jackman and Bale in October 2005. Josh Hartnett pitched Nolan for a role. While the screenplay was still being written, production designer Nathan Crowley began the set design process in Nolan's garage, employing a ""visual script"" consisting of scale models, images, drawings, and notes. Jonathan and Christopher Nolan finished the final shooting draft on January 13, 2006, and began production three days later on January 16. Filming ended on April 9.
Crowley and his crew searched Los Angeles for almost 70 locations that resembled fin de siècle London. Jonathan Nolan visited Colorado Springs to research Nikola Tesla and based the electric-bulb scene on actual experiments Tesla conducted. Nathan Crowley helped design the scene for Tesla's invention; It was shot in the parking lot of the Mount Wilson Observatory. Influenced by a ""Victorian modernist aesthetic,"" Crowley chose four locations in the Broadway theater district in downtown Los Angeles for the film's stage magic performances: the Los Angeles Theatre, the Palace Theatre, the Los Angeles Belasco, and the Tower Theatre. Crowley also turned a portion of the Universal back lot into Victorian London. Osgood Castle in Colorado was also used as a location.
Nolan built only one set for the film, an ""under-the-stage section that houses the machinery that makes the larger illusions work,"" preferring to simply dress various Los Angeles locations and sound stages to stand in for Colorado and Victorian England. In contrast to most period pieces, Nolan kept up the quick pace of production by shooting with handheld cameras, and refrained from using artificial lighting in some scenes, relying instead on natural light on location. Costume designer Joan Bergin chose attractive, modern Victorian fashions for Scarlett Johansson; cinematographer Wally Pfister captured the mood with soft earth tones as white and black colors provided background contrasts, bringing actors' faces to the foreground.  Editing, scoring, and mixing finished on September 22, 2006. Touchstone Pictures opted to move the release date forward by a week, from the original October 27, to October 20, 2006. The film earned $14.8 million on opening weekend in the United States, debuting at #1. It grossed $109 million worldwide, including $53 million from the United States. The film received nominations for the Academy Award for Best Art Direction (Nathan Crowley and Julie Ochipinti) and the Academy Award for Best Cinematography (Wally Pfister), as well as a nomination for the Hugo Award for Best Dramatic Presentation, Long Form in 2007. The film was also nominated for both Best Science Fiction Film and Best Costume Design the Saturn Awards. "
 V for Vendetta,https://en.wikipedia.org/wiki/V_for_Vendetta_(film),,, 
300,https://en.wikipedia.org/wiki/300_(film),,,
Harry Potter and the Order of the Phoenix,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix_(film),,,"Harry Potter fans waited three years between the releases of Harry Potter and the Goblet of Fire and Harry Potter and the Order of the Phoenix. Before the release of the fifth book, 200 million copies of the first four books had already been sold and translated into 55 languages in 200 countries. As the series was already a global phenomenon, the book forged new pre-order records, with thousands of people queuing outside book stores on 20 June 2003 to secure copies at midnight. Despite the security, thousands of copies were stolen from an Earlestown, Merseyside warehouse on 15 June 2003.  "
I Am Legend,https://en.wikipedia.org/wiki/I_Am_Legend_(film),,,
Pirates of the Caribbean: At World's End,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_At_World%27s_End,"Hans Zimmer composed the score, as he did for the previous films. Zimmer composed eight new motifs, including a new love theme for the At World's End soundtrack. He scored scenes as the editors began work, so as to influence their choice of cutting to the music. Gore Verbinski helped on the score. He played the Ennio Morricone-influenced guitar music in the parley scene between Barbossa, Sparrow, Elizabeth and Will, Davy Jones, and Cutler Beckett. He also co-wrote the song ""Hoist the Colours"" with Zimmer. ", ,  
 Ratatouille,https://en.wikipedia.org/wiki/Ratatouille_(film),,,
Transformers,https://en.wikipedia.org/wiki/Transformers_(film),,,
 The Dark Knight,https://en.wikipedia.org/wiki/The_Dark_Knight_(film),, ,   
Iron Man,https://en.wikipedia.org/wiki/Iron_Man_(2008_film),,"Iron Man's appearances in the 1960s saw mixed reception from readers, many of whom criticized the character for his association with the United States military and the controversial Vietnam War. In response, Marvel rewrote the character in the 1970s to moderate his image and to have him directly reflect on his culpability in the harms caused by war. According to Lee, Iron Man was the most popular hero when reading fanmail from female readers, which he attributed to both the character's charisma and his tragic nature.
Many stories featuring the character have achieved critical acclaim. ""Demon in a Bottle"" in Iron Man #120–129 (1979) is celebrated as the definitive Iron Man story for exploring the depth of his character through his alcoholism. ""Doomquest"" in #149–150 (1981) is a popular favorite for its lighter tone and its establishment of a rivalry between Iron Man and Doctor Doom. ""Armor Wars"" in #225–232 (1987–1988) is credited for developing Iron Man's personality as someone willing to be more aggressive at the expense of his alliances and public trust. ""Extremis"" in Iron Man Vol. 4 #1–6 (2005–2006) is recognized as a landmark for a new modern era of Iron Man comics. Other celebrated stories include ""Deliverance"" in Iron Man #182 (1984), the ""Iron Monger Saga"" in Iron Man #190–200 (1984–1985), and ""World's Most Wanted"" in Invincible Iron Man #8–19 (2009). Iron Man's characterization in Civil War (2006–2007) was received negatively, with most readers seeing him as the villain.
Iron Man became widely popular following the success of the 2008 film Iron Man, which made him one of Marvel's most recognizable characters, and the film is credited with redefining the superhero film genre. Since then, many publishers have listed Iron Man among the top ten in lists of best superheroes and best Marvel characters. Iron Man's portrayal of futuristic technology has affected public image of how these technologies may develop. Heavy use of augmented reality interfaces by Iron Man, in his helmet's heads-up display and elsewhere, has informed public awareness of the technology. In 2019, a statue representing the character in his Iron Man armor was erected in Forte dei Marmi, Italy, to memorialize the character's actions in Avengers: Endgame (2019) and as a reminder that ""the future of humanity depends on our decisions ... that all of us must be heroes!"". ",
 Passengers,https://en.wikipedia.org/wiki/Passengers_(2008_film),,,
Taken,https://en.wikipedia.org/wiki/Taken_(film),,,
WALL-E,https://en.wikipedia.org/wiki/WALL-E,, ," WALL-E premiered at the Greek Theatre in Los Angeles on June 23, 2008. Continuing a Pixar tradition, the film was paired with a short film for its theatrical release, Presto. The film is dedicated to Justin Wright (1981–2008), a Pixar animator who had worked on Ratatouille and died of a heart attack before WALL-E's release. However, WALL-E is the first Pixar film to stop using the 1995 Pixar exclusive Walt Disney Pictures logo customized for the studio since Toy Story (1995).
Walt Disney Imagineering (WDI) built animatronic WALL-Es to promote the picture, which made appearances at Disneyland Resort, the Franklin Institute, the Miami Science Museum, the Seattle Center, and the Tokyo International Film Festival. Due to safety concerns, the 318 kg robots were always strictly controlled and WDI always needed to know exactly what they were required to interact with. For this reason, they generally refused to have their puppets meet and greet children at the theme parks in case a WALL-E trod on a child's foot. Those who wanted to take a photograph with the character had to make do with a cardboard cutout.
The film was denied a theatrical release in China.
In 2016, Jim Morris noted that the studio has no plans for a sequel, as they consider WALL-E a finished story with no need for continuation.
To promote the film, a website was created for Buy n Large, the featuring megacorporation. This website had fake press releases beginning in 2057, including ""Wisconsin Mall Granted City Status,"" ""BnL Announces Police Select."" These fictional reports also quotes ""analyst Richard Greenberg,"" which Multichannel News said sounds like Richard Greenfield who has analysed Disney. Greenfield said that ""I would be sincerely flattered if there is a connection between anything Pixar creates and our research work."" "
2012,https://en.wikipedia.org/wiki/2012_(film),,,
Avatar,https://en.wikipedia.org/wiki/Avatar_(2009_film),,,
The Hangover,https://en.wikipedia.org/wiki/The_Hangover,, ,  
Harry Potter and the Half-Blood Prince,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Half-Blood_Prince_(film),, , 
Inglourious Basterds,https://en.wikipedia.org/wiki/Inglourious_Basterds,, ," When the script's final draft was finished, it was leaked on the Internet and several Tarantino fan sites began posting reviews and excerpts from the script.
The film's first full teaser trailer premiered on Entertainment Tonight on February 10, 2009, and was shown in US theaters the following week attached to Friday the 13th. The trailer features excerpts of Lt. Aldo Raine talking to the Basterds, informing them of the plan to ambush and kill, torture, and scalp unwitting German servicemen, intercut with various other scenes from the film. It also features the spaghetti-westernesque terms Once Upon A Time In Nazi Occupied France, which was considered for the film's title, and A Basterd's Work Is Never Done, a line not spoken in the final film (the line occurs in the script during the Bear Jew's backstory).
The film was released on August 19, 2009, in the United Kingdom and France, two days earlier than the US release date of August 21, 2009. It was released in Germany on August 20, 2009. Some European cinemas, however, showed previews starting on August 15. In Poland, the artwork on all advertisements and on DVD packaging is unchanged, but the title was translated non-literally to Bękarty Wojny (Bastards of War), so that Nazi iconography could stylize the letter ""O"". Tarantino did not misspell the title to differentiate his film from the 1978 movie by the same name. He said it instead was a creative decision which he initially refused to explain, simply saying that ""Basterds"" was spelled as such because ""that's just the way you say it"". "
Sherlock Holmes,https://en.wikipedia.org/wiki/Sherlock_Holmes_(2009_film),, ,"The popularity of Sherlock Holmes has meant that many writers other than Arthur Conan Doyle have created tales of the detective in a wide variety of different media, with varying degrees of fidelity to the original characters, stories, and setting. The first known pastiche dates from 1891. Titled ""My Evening with Sherlock Holmes"", it was written by Conan Doyle's close friend J. M. Barrie.
Adaptations have seen the character taken in radically different directions or placed in different times or even universes. For example, Holmes falls in love and marries in Laurie R. King's Mary Russell series, is re-animated after his death to fight future crime in the animated series Sherlock Holmes in the 22nd Century, and is meshed with the setting of H. P. Lovecraft's Cthulhu Mythos in Neil Gaiman's ""A Study in Emerald"" (which won the 2004 Hugo Award for Best Short Story). An especially influential pastiche was Nicholas Meyer's The Seven-Per-Cent Solution, a 1974 New York Times bestselling novel (made into the 1976 film of the same name) in which Holmes's cocaine addiction has progressed to the point of endangering his career. It served to popularize the trend of incorporating clearly identified and contemporaneous historical figures (such as Oscar Wilde, Aleister Crowley, Sigmund Freud, or Jack the Ripper) into Holmesian pastiches, something Conan Doyle himself never did. Another common pastiche approach is to create a new story fully detailing an otherwise-passing canonical reference (such as an aside by Conan Doyle mentioning the ""giant rat of Sumatra, a story for which the world is not yet prepared"" in ""The Adventure of the Sussex Vampire"").
The first translation of a Sherlock Holmes story into a Chinese variety was done by Chinese Progress in 1896. That publication rendered the name as 呵爾唔斯, which would be 呵尔唔斯 in Simplified Chinese and Hē'ěrwúsī in Modern Standard Mandarin. Shanghai Civilization Books later issued versions rendering Holmes's name differently, as 福爾摩斯 in Traditional Chinese, which would be 福尔摩斯 in Simplified Chinese and Fú'ěrmósī in Modern Standard Mandarin; this version became the common way of rendering ""Holmes"" in Chinese languages. "
Star Trek,https://en.wikipedia.org/wiki/Star_Trek_(film),,"Of the various science fiction awards for drama, only the Hugo Award for Best Dramatic Presentation dates back as far as the original series. In 1968, all five nominees for a Hugo Award were individual episodes of Star Trek, as were three of the five nominees in 1967, one of which won. The Next Generation won Hugo awards in 1993 and 1995. Nominations have also been received by Deep Space Nine, Enterprise, Discovery, and Lower Decks, as well as several of the Star Trek feature films and, in 2008, an episode of the fan-made series Star Trek: Phase II.One of the most successful films was Star Trek IV: The Voyage Home, which grossed a global total of $133 million against a $21 million budget.The Voyage Home garnered 11 nominations at the 14th annual Saturn Awards, tying Aliens for number of nominations. Nimoy and Shatner were nominated for best actor for their roles, and Catherine Hicks was nominated for best supporting actress. At the 59th Academy Awards, The Voyage Home was nominated for Best Cinematography, Sound (Terry Porter, David J. Hudson, Mel Metcalfe and Gene Cantamessa), Sound Effects Editing, and Original Score.
The episode ""The Big Goodbye"" in the first season of Star Trek: The Next Generation, in recognition of its ""new standard of quality for first-run syndication"", the episode was honored with a Peabody Award in 1987. ""The Big Goodbye"" was also nominated for two Emmy Awards in the categories of Outstanding Cinematography for a Series and Outstanding Costumes for a Series, with costume designer William Ware Theiss winning the award in the latter category.
Star Trek (2009) won the Academy Award for Best Makeup and Hairstyling, the franchise's first Academy Award. In 2016, the franchise was listed in the Guinness World Records as the most successful science fiction television franchise in the world.
In 2024, the entire Star Trek franchise was awarded the Peabody Institutional Award for its enduring body of work and lasting impact on media and society at large. ", 
Up,https://en.wikipedia.org/wiki/Up_(2009_film),,,
X-Men Origins: Wolverine,https://en.wikipedia.org/wiki/X-Men_Origins:_Wolverine,"Composed by Harry Gregson-Williams, the score for X-Men Origins: Wolverine was mixed by Malcolm Luker, engineered by Costa Kotselas, and featured Martin Tillman on the electric cello. Gregson-Williams earlier met Hood during the 63rd Golden Globe Awards dinner party where they were nominated for The Chronicles of Narnia: The Lion, the Witch and the Wardrobe and Tsotsi (both 2005), and the collaborative discussions led him to the initial interest for the film's score. The score was recorded at the Newman Scoring Stage in 20th Century Fox Studios, with Gregson-Williams conducting a 78-piece orchestra and a 40-member vocal choir. Varèse Sarabande released the soundtrack on April 28, 2009. ","On review aggregation website Rotten Tomatoes the film has an approval rating of 37% based on 258 reviews, with an average rating of 5.1/10. The site's critical consensus reads, ""Though Hugh Jackman gives his all, he can't help X-Men Origins: Wolverine overcome a cliche-ridden script and familiar narrative."" On Metacritic the film has a score of 40 out of 100, based on reviews from 39 critics, indicating ""mixed or average reviews"". Audiences polled by CinemaScore gave the film an average grade of ""B+"" on an A+ to F scale.
Richard Corliss of TIME commented on the film's standing among other Marvel films, saying that it is ""an O.K., not great, Marvel movie that tells the early story of the prime X-Man, and attempts to make it climax in a perfect coupling with the start of the known trilogy."" He also said that ""superhero mythologies can be so complicated, only a lonely comic-book-reading kid could make sense of it all."" James Mullinger of GQ also commented on the structure of the story in saying that the ""film clumsily tries to explain the origins of James [Howlett], AKA Wolverine, which had wisely only ever been briefly referred to in the original X-Men saga. In doing so, it creates a fairly bland plot which is full of holes."" Peter Rainer of The Christian Science Monitor also praised Jackman's performance, saying that ""Hugh Jackman demonstrates that you can segue effortlessly from a tuxedoed song-and-dance man at the Oscars to a feral gent with adamantium claws and berserker rage."" Claudia Puig of USA Today considered the movie ""well-acted, with spectacular action and witty one-liners"".
Roger Ebert gave the film two stars out of four and asked about the title character, ""Why should I care about this guy? He feels no pain and nothing can kill him, so therefore he's essentially a story device for action sequences."" James Berardinelli gave Wolverine two and a half stars out of four, calling the action scenes competently executed but not memorable, and considering that when dealing with Wolverine's past ""there's little creativity evident in the way those blanks are filled in"", and that the revelations made Wolverine ""less compelling"". Comparatively, Bill Gibron of AMC's Filmcritic.com website gave the film a positive ""4.0 out of 5 stars,"" saying that although Hugh Jackman is ""capable of carrying even the most mediocre effort, he singlehandedly makes X-Men Origins: Wolverine an excellent start to the summer 2009 season."" He predicted ""there will be purists who balk at how Hood and his screenwriters mangle and manipulate the mythology;"" and further said that ""any ending which leaves several characters unexplained and unaccounted for can't really seal the full entertainment deal.""
Regarding Wolverine within the context of the X-Men film series, Tom Charity of CNN commented: ""Serviceable but inescapably redundant, this Wolverine movie does just enough to keep the X-Men franchise on life support, but the filmmakers will have to come up with some evolutionary changes soon if it's going to escape X-tinction."" Similarly, A. O. Scott of The New York Times expressed that ""X-Men Origins: Wolverine will most likely manage to cash in on the popularity of the earlier episodes, but it is the latest evidence that the superhero movie is suffering from serious imaginative fatigue."" On a more negative note, Philip French of The Observer said that the film's ""dull, bone-crushing, special-effects stuff"" is ""of interest only to hardcore fans who've probably read it all in Marvel comics.""
Sukhdev Sandhu of The Daily Telegraph stated that ""Wolverine is an artificial stimulus package of the most unsatisfying kind. Aggressively advertised and hyped to the hills, it will no doubt attract full houses at first; after that though, when word-of-mouth buzz-kill goes into overdrive, there's bound to be widespread deflation and a palpable feeling of being conned."" Similarly, Orlando Parfitt of IGN (UK) praised the performances of the actors and the action scenes, but stated that the film felt underdeveloped: ""There's an enjoyable time to be had with Wolverine, but it's also somewhat unsatisfying."" Furthermore, Scott Mendelson of The Huffington Post gave the film a grade of ""D"", noting that ""Wolverine was the lead character of [the X-Men] films, and we've already learned everything we need to know from the films in said franchise,"" adding that ""the extra information given here actually serves to make the character of Logan/Wolverine less interesting."" Steven Rea also felt that the film injured the character by proving that ""how the hero acquired his special powers turns out to be a whole lot less interesting than what he does with them"", while also being ""a mash-up of meaningless combat sequences (meaningless because Logan/Wolverine is just about unstoppable), sub-par visual effects, template backstory, and some goofy Liev Schreiber-as-a-villain thespianizing"".
Hugh Jackman later confessed being unhappy with the final result of X-Men Origins: Wolverine. The actor wanted primarily a film that would deepen the Wolverine character, but ""somehow the first Wolverine movie ended up looking like the fourth X-Men — just with different characters."" He tried to avert the same results while doing the character's next solo film: 2013's The Wolverine. ",  
Alice in Wonderland,https://en.wikipedia.org/wiki/Alice_in_Wonderland_(2010_film),,"Alice was published to critical praise. One magazine declared it ""exquisitely wild, fantastic, [and] impossible"". In the late 19th century, Walter Besant wrote that Alice in Wonderland ""was a book of that extremely rare kind which will belong to all the generations to come until the language becomes obsolete"".

No story in English literature has intrigued me more than Lewis Carroll's Alice in Wonderland. It fascinated me the first time I read it as a schoolboy.
F. J. Harvey Darton argued in a 1932 book that Alice ended an era of didacticism in children's literature, inaugurating a new era in which writing for children aimed to ""delight or entertain"". In 2014, Robert McCrum named Alice ""one of the best loved in the English canon"" and called it ""perhaps the greatest, possibly most influential, and certainly the most world-famous Victorian English fiction"". A 2020 review in Time states: ""The book changed young people's literature. It helped to replace stiff Victorian didacticism with a looser, sillier, nonsense style that reverberated through the works of language-loving 20th-century authors as different as James Joyce, Douglas Adams and Dr. Seuss."" Joe Sommerlad in The Independent writes that Roald Dahl ""owes a debt to the ""Drink Me"" episode in Alice"" in regard to Dahl's George's Marvellous Medicine where the grandmother drinks a potion and is blown up to the size of a farmhouse. The protagonist of the story, Alice, has been recognised as a cultural icon. In 2006, Alice in Wonderland was named among the icons of England in a public vote. ","Books for children in the Alice mould emerged as early as 1869 and continued to appear throughout the late 19th century. Released in 1903, the British silent film Alice in Wonderland was the first screen adaptation of the book.
In 2015, Robert Douglas-Fairhurst wrote in the Guardian,

Since the first publication of Alice's Adventures in Wonderland 150 years ago, Lewis Carroll's work has spawned a whole industry, from films and theme park rides to products such as a ""cute and sassy"" Alice costume (""petticoat and stockings not included""). The blank-faced little girl made famous by John Tenniel's original illustrations has become a cultural inkblot we can interpret in any way we like.
Labelled ""a dauntless, no-nonsense heroine"" by the Guardian, the character of the plucky, yet proper, Alice has proven immensely popular and inspired similar heroines in literature and pop culture, many also named Alice in homage. The book has inspired numerous film and television adaptations, which have multiplied, as the original work is now in the public domain in all jurisdictions. Musical works inspired by Alice include the Beatles's song ""Lucy in the Sky with Diamonds"", with songwriter John Lennon attributing the song's fantastical imagery to his reading of Carroll's books. Argentine prog-rock band Seru Giran used Alice as a metaphor to represent the political climate in Argentina during the 1970s in their song ""Canción de Alicia en el país"". A popular figure in Japan since the country opened up to the West in the late 19th century, Alice has been a popular subject for writers of manga and a source of inspiration for Japanese fashion, in particular Lolita fashion. "
Black Swan,https://en.wikipedia.org/wiki/Black_Swan_(film),,,
Despicable Me,https://en.wikipedia.org/wiki/Despicable_Me,, ,
Harry Potter and the Deathly Hallows: Part 1,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Deathly_Hallows_%E2%80%93_Part_1,, ,"Part 1 was filmed back-to-back with Harry Potter and the Deathly Hallows – Part 2 from 19 February 2009 to 12 June 2010. Director David Yates, who shot the film alongside director of photography Eduardo Serra, described Part 1 as ""quite real""; a ""road movie"" that's ""almost like a vérité documentary"".
Originally set for a single theatrical release, the idea to split the book into two parts was suggested by executive producer Lionel Wigram due to what David Heyman called ""creative imperative"". Heyman initially responded negatively to the idea, but Wigram asked, ""No, David. How are we going to do it?"". After rereading the book and discussing it with screenwriter Steve Kloves, he agreed with the division.
The production filmed at the Dartford Crossing for the dramatic chase where Harry and Hagrid are being ambushed by Death Eaters.  "
How to Train Your Dragon,https://en.wikipedia.org/wiki/How_to_Train_Your_Dragon_(film),, ,
Inception,https://en.wikipedia.org/wiki/Inception,"The score for Inception was composed and arranged by Hans Zimmer, who described his work as ""a very electronic, dense score"", filled with ""nostalgia and sadness"" to match Cobb's feelings throughout the film. The music was written simultaneously to filming, and features a guitar sound reminiscent of Ennio Morricone, played by Johnny Marr, former guitarist of the Smiths.
Édith Piaf's ""Non, je ne regrette rien"" (""No, I Regret Nothing"") appears throughout the film, used to accurately time the dreams, and Zimmer reworked pieces of the song into cues of the score.
A soundtrack album was released on July 11, 2010, by Reprise Records. The majority of the score was also included in high resolution 5.1 surround sound on the second disc of the two-disc Blu-ray release. Hans Zimmer's music was nominated for an Academy Award in the Best Original Score category in 2011, losing to Trent Reznor and Atticus Ross of The Social Network. "," The film won many awards in technical categories, such as Academy Awards for Best Cinematography, Best Sound Editing, Best Sound Mixing, and Best Visual Effects, and the British Academy Film Awards for Best Production Design, Best Special Visual Effects and Best Sound. In most of its artistic nominations, such as Film, Director, and Screenplay at the Oscars, BAFTAs and Golden Globes, the film was defeated by The Social Network or The King's Speech. However, the film did win the two highest honors for a science fiction or fantasy film: the 2011 Bradbury Award for best dramatic production and the 2011 Hugo Award for Best Dramatic Presentation (Long Form). ",  
Iron Man 2,https://en.wikipedia.org/wiki/Iron_Man_2,"A soundtrack album featuring AC/DC was released by Columbia Records on April 19, 2010, in at least three different versions: basic, special and deluxe. The basic edition includes the CD; the special edition contains a 15-track CD, a 32-page booklet and a DVD featuring interviews, behind-the-scenes footage, and music videos; and the deluxe includes a reproduction of one of Iron Man's first comic book appearances. Only 2 songs on the soundtrack actually appear in the movie. Although not included on the soundtrack album the film includes songs by The Average White Band, The Clash, Queen, Daft Punk, 2Pac and Beastie Boys.
The film score was released commercially as Iron Man 2: Original Motion Picture Score on July 20, 2010, featuring 25 tracks. John Debney composed the score with Tom Morello, with composer Richard M. Sherman of the Sherman Brothers contributing the Stark Expo theme song, ""Make Way for Tomorrow Today"". ", ,  
Kick-Ass,https://en.wikipedia.org/wiki/Kick-Ass_(film),"Kick-Ass (soundtrack), soundtrack from the 2010 film
""Kick Ass (We Are Young)"", song by Mika vs. RedOne, from the soundtrack
""Kick Ass"" (Bryan Adams song) ",,
Shutter Island,https://en.wikipedia.org/wiki/Shutter_Island_(film),,, 
Toy Story 3,https://en.wikipedia.org/wiki/Toy_Story_3,"The film score for Toy Story 3 was composed and conducted by Randy Newman, his sixth for Pixar after Toy Story, A Bug's Life, Toy Story 2, Monsters, Inc., and Cars. Initially, Disney released the soundtrack only as digital download. This was the second instance where Disney did not release the award-winning soundtrack of a Pixar film on CD, the first being Up. In January 2012, Intrada released the Toy Story 3 soundtrack on CD.

In addition to the tracks included in the soundtrack album, the film also uses several other tracks such as ""Dream Weaver"" by Gary Wright, ""Le Freak"" by Chic, and Randy Newman's original version of ""You've Got a Friend in Me"". Furthermore, tracks ""Cowboy!"" and ""Come to Papa"" included material from Newman's rejected score to Air Force One. The song ""Losing You"" from Newman's own album Harps and Angels was also used in the first trailer for the film. The Judas Priest song ""Electric Eye"" was also used in the film in the temp score for the opening scene of the film. ", ,  
Captain America: The First Avenger,https://en.wikipedia.org/wiki/Captain_America:_The_First_Avenger,"The soundtrack album for Captain America: The First Avenger includes the original score by Alan Silvestri, as well as an original song, ""Star Spangled Man"", with music composed by Alan Menken and lyrics by David Zippel. The soundtrack was recorded at Air Studios in London and released by Walt Disney Records on July 19, 2011. ", ,  
Drive,https://en.wikipedia.org/wiki/Drive_(2011_film),,,
The Hangover: Part II,https://en.wikipedia.org/wiki/The_Hangover:_Part_II,"The soundtrack was released on May 24, 2011, by WaterTower Music. The soundtrack contains 12 songs from the film, along with eight dialogue clips from the film. Though the song ""Monster"", by Kanye West featuring Jay-Z, Rick Ross, Bon Iver, and Nicki Minaj, was featured in the film, it does not appear on the soundtrack.
Among the songs included on the album is Ed Helms' version of the Billy Joel song ""Allentown"", rewritten in the spirit of his popular ""Stu's Song"" from the soundtrack of 2009's The Hangover. Additional music includes a song from Danzig, along with music from the Ska Rangers, Kanye West, Mark Lanegan, Deadmau5, Wolfmother, Billy Joel, and more. ", ," The Hangover Part II held its premiere on May 19, 2011, at Grauman's Chinese Theatre in Hollywood, California. And it was theatrically released on May 26, 2011, in the United States. "
Harry Potter and the Deathly Hallows: Part 2,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Deathly_Hallows:_Part_2,, ,  
Limitless,https://en.wikipedia.org/wiki/Limitless_(film),,,
Mission: Impossible – Ghost Protocol,https://en.wikipedia.org/wiki/Mission:_Impossible_%E2%80%93_Ghost_Protocol,"The musical score for Mission: Impossible – Ghost Protocol was composed by Michael Giacchino, who also composed the music for the third film and collaborated with Bird on The Incredibles (2004) and Ratatouille (2007), conducted by Tim Simonec and performed by the Hollywood Studio Symphony. As in previous installments, the score incorporates Lalo Schifrin's themes from the original television series. ""Lalo is an amazing jazz writer. You know you can't write a straight-up jazz score for a film like this but you can certainly hint at it here and there,"" said Giacchino, explaining the stylistic influence generated by Schifrin's history with the franchise. A soundtrack album was released by Varèse Sarabande on December 13, 2011. ", ,  
Pirates of the Caribbean: On Stranger Tides,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_On_Stranger_Tides,"The film's score was written by Hans Zimmer, who had worked in all of the previous entries in the franchise; being the main composer for the second and third installments. Zimmer said that he tried to incorporate a rock n' roll sound, as he felt ""pirates were the rock 'n' rollers of many, many years ago"", and Spanish elements, which led to a collaboration with Mexican guitarists Rodrigo y Gabriela and a tango song written by Penélope Cruz's brother Eduardo. American composer Eric Whitacre contributed several choir-based cues, as well as regular assistant Geoff Zanelli. ", ,  
Rise of the Planet of the Apes,https://en.wikipedia.org/wiki/Rise_of_the_Planet_of_the_Apes,, , 
