adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,,150000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",http://iamlegend.warnerbros.com/,6479,tt0480249,en,I Am Legend,"Robert Neville is a scientist who was unable to stop the spread of the terrible virus that was incurable and man-made. Immune, Neville is now the last human survivor in what is left of New York City and perhaps the world. For three years, Neville has faithfully sent out daily radio messages, desperate to find any other survivors who might be out there. But he is not alone.",11.379355,/6OA0I8hhW9zftWoCYxJAzXW9UIN.jpg,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Original Film', 'id': 333}, {'name': 'Weed Road Pictures', 'id': 433}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Heyday Films', 'id': 7364}, {'name': 'Overbrook Entertainment', 'id': 12485}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-12-14,585349010.0,101.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The last man on Earth is not alone,I Am Legend,False,6.9,4977.0
False,,150000000,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",http://movies.disney.com/zootopia,269149,tt2948356,en,Zootopia,"Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.",26.024868,/sM33SANp9z6rXW8Itn7NnG1GOEs.jpg,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Walt Disney Animation Studios', 'id': 6125}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-02-11,1023784195.0,108.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Welcome to the urban jungle.,Zootopia,False,7.7,4961.0
False,"{'id': 328, 'name': 'Jurassic Park Collection', 'poster_path': '/qIm2nHXLpBBdMxi8dvfrnDkBUDh.jpg', 'backdrop_path': '/pJjIH9QN0OkHFV9eue6XfRVnPkr.jpg'}",63000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",http://www.jurassicpark.com/,329,tt0107290,en,Jurassic Park,"A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.",8.863776,/c414cDeQ9b6qLPLeKmiJuLDUREJ.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Amblin Entertainment', 'id': 56}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-06-11,920100000.0,127.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,An adventure 65 million years in the making.,Jurassic Park,False,7.6,4956.0
False,"{'id': 363369, 'name': 'Pacific Rim Collection', 'poster_path': '/niTMK5k486sPBCphbvmRIZ7xBGK.jpg', 'backdrop_path': '/vbg4Mm8auNINPersFlYvyGLqFq0.jpg'}",180000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",http://www.pacificrimmovie.com/,68726,tt1663662,en,Pacific Rim,"When legions of monstrous creatures, known as Kaiju, started rising from the sea, a war began that would take millions of lives and consume humanity's resources for years on end. To combat the giant Kaiju, a special type of weapon was devised: massive robots, called Jaegers, which are controlled simultaneously by two pilots whose minds are locked in a neural bridge. But even the Jaegers are proving nearly defenseless in the face of the relentless Kaiju. On the verge of defeat, the forces defending mankind have no choice but to turn to two unlikely heroes—a washed-up former pilot (Charlie Hunnam) and an untested trainee (Rinko Kikuchi)—who are teamed to drive a legendary but seemingly obsolete Jaeger from the past. Together, they stand as mankind's last hope against the mounting apocalypse.",33.949359,/sCJEwEShZvruTpQ2a4yiX3Q9EyZ.jpg,"[{'name': 'Legendary Pictures', 'id': 923}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Disney Double Dare You (DDY)', 'id': 19750}, {'name': 'Indochina Productions', 'id': 19751}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]",2013-07-11,407602906.0,131.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"To Fight Monsters, We Created Monsters",Pacific Rim,False,6.7,4903.0
False,"{'id': 121938, 'name': 'The Hobbit Collection', 'poster_path': '/hm2VtxeCBqWJnPNmvXPPXiHydyp.jpg', 'backdrop_path': '/7wO7MSnP5UcwR2cTHdJFF1vP4Ie.jpg'}",250000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",http://www.thehobbit.com/,122917,tt2310332,en,The Hobbit: The Battle of the Five Armies,"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",31.718977,/9zRzFJuaj0CHIOhAkcCcFTvyu2X.jpg,"[{'name': 'WingNut Films', 'id': 11}, {'name': 'New Line Cinema', 'id': 12}, {'name': 'Warner Bros. Pictures', 'id': 174}, {'name': '3Foot7', 'id': 7413}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'NZ', 'name': 'New Zealand'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-12-10,956019788.0,144.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Witness the defining chapter of the Middle-Earth saga,The Hobbit: The Battle of the Five Armies,False,7.1,4884.0
False,"{'id': 131296, 'name': 'Thor Collection', 'poster_path': '/yw7gr7DhHHVTLlO8Se8uH17TDMA.jpg', 'backdrop_path': '/3KL8UNKFWgIKXzLHjwY0uwgjzYl.jpg'}",170000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",http://marvel.com/thor,76338,tt1981115,en,Thor: The Dark World,"Thor fights to restore order across the cosmos… but an ancient race led by the vengeful Malekith returns to plunge the universe back into darkness. Faced with an enemy that even Odin and Asgard cannot withstand, Thor must embark on his most perilous and personal journey yet, one that will reunite him with Jane Foster and force him to sacrifice everything to save us all.",34.905447,/bnX5PqAdQZRXSw3aX3DutDcdso5.jpg,"[{'name': 'Marvel Studios', 'id': 420}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2013-10-29,644571402.0,112.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Delve into the darkness,Thor: The Dark World,False,6.8,4873.0
False,,15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",http://exmachina-movie.com/,264660,tt0470752,en,Ex Machina,"Caleb, a 26 year old coder at the world's largest internet company, wins a competition to spend a week at a private mountain retreat belonging to Nathan, the reclusive CEO of the company. But when Caleb arrives at the remote location he finds that he will have to participate in a strange and fascinating experiment in which he must interact with the world's first true artificial intelligence, housed in the body of a beautiful robot girl.",14.14078,/btbRB7BrD887j5NrvjxceRDmaot.jpg,"[{'name': 'DNA Films', 'id': 284}, {'name': 'Universal Pictures International (UPI)', 'id': 5726}, {'name': 'Film4', 'id': 9349}, {'name': 'A24', 'id': 41077}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2015-01-21,36869414.0,108.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,There is nothing more human than the will to survive,Ex Machina,False,7.6,4862.0
False,,120000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 9648, 'name': 'Mystery'}]",https://www.uphe.com/movies/oblivion,75612,tt1483013,en,Oblivion,"Jack Harper is one of the last few drone repairmen stationed on Earth.  Part of a massive operation to extract vital resources after decades of war with a terrifying threat known as the Scavs, Jack’s mission is nearly complete.  His existence is brought crashing down when he rescues a beautiful  stranger from a downed spacecraft.  Her arrival triggers a chain of events that  forces him to question everything he knows and puts the fate of humanity in his hands.",14.654053,/hmOzkHlkGvi8x24fYpFSnXvjklv.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Chernin Entertainment', 'id': 7076}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Monolith Pictures (III)', 'id': 19647}, {'name': 'Radical Studios', 'id': 19648}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2013-04-10,286168572.0,124.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Earth is a memory worth fighting for,Oblivion,False,6.4,4862.0
False,"{'id': 284433, 'name': 'Guardians of the Galaxy Collection', 'poster_path': '/iL8mukexAqEg0xK783rG561tdd8.jpg', 'backdrop_path': '/jdyyjulTBU8YUYAUvQFj6U1g2Pj.jpg'}",200000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",http://marvel.com/movies/movie/221/guardians_of_the_galaxy_vol_2,283995,tt3896198,en,Guardians of the Galaxy Vol. 2,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,185.330992,/y4MBh0EjBlMuOzv9axM4qJlmhzz.jpg,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Marvel Studios', 'id': 420}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2017-04-19,863416141.0,137.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Obviously.,Guardians of the Galaxy Vol. 2,False,7.6,4858.0
False,,21000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",http://silverliningsplaybookmovie.com/,82693,tt1045658,en,Silver Linings Playbook,"After spending eight months in a mental institution, a former teacher moves back in with his parents and tries to reconcile with his ex-wife.",14.488111,/ilrZAV2klTB0FLxLb01bOp5pzD9.jpg,"[{'name': 'The Weinstein Company', 'id': 308}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-09-08,205738714.0,122.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Watch For The Signs,Silver Linings Playbook,False,7.0,4840.0
False,"{'id': 748, 'name': 'X-Men Collection', 'poster_path': '/1Zo4J5SAni8lyXt7NxJwJZ0f0ip.jpg', 'backdrop_path': '/Abnosho2v3bcdvDww6T7Hfeczm1.jpg'}",178000000,"[{'id': 878, 'name': 'Science Fiction'}]",http://www.foxmovies.com/movies/x-men-apocalypse,246655,tt3385516,en,X-Men: Apocalypse,"After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.",28.712522,/zSouWWrySXshPCT4t3UKCQGayyo.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': ""Donners' Company"", 'id': 431}, {'name': 'Marvel Entertainment', 'id': 7505}, {'name': 'Bad Hat Harry Productions', 'id': 9168}, {'name': 'TSG Entertainment', 'id': 22213}, {'name': 'Kinberg Genre', 'id': 78091}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-05-18,543934787.0,144.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Only the strong will survive,X-Men: Apocalypse,False,6.4,4831.0
False,"{'id': 266672, 'name': 'Ted Collection', 'poster_path': '/uHKT9b6ptLpttGHlUF95sKQbtqF.jpg', 'backdrop_path': '/dGrNuWhapf8T0WH98xTC4LXgk1G.jpg'}",50000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",http://www.tedisreal.com/,72105,tt1637725,en,Ted,"John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.",19.638605,/yLdP2vDa1BqxLSbikGypGtAEOGe.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Media Rights Capital', 'id': 2531}, {'name': 'Fuzzy Door Productions', 'id': 8789}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-06-29,549368315.0,106.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Ted is coming.,Ted,False,6.3,4811.0
False,"{'id': 283579, 'name': 'Divergent Collection', 'poster_path': '/nXuCj7NcsC2bPJlwD6t2l9ZTDnt.jpg', 'backdrop_path': '/uExS9jcaFBM1wJhkn1Q1P0MFpv6.jpg'}",85000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",http://www.thedivergentseries.movie/#divergent,157350,tt1840309,en,Divergent,"In a world divided into factions based on personality types, Tris learns that she's been classified as Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.",21.572585,/yTtx2ciqk4XdN1oKhMMDy3f5ue3.jpg,"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Red Wagon Entertainment', 'id': 14440}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-03-14,288747895.0,139.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,What makes you different makes you dangerous.,Divergent,False,6.9,4784.0
False,,30000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",http://loopermovie.com/,59967,tt1276104,en,Looper,"In the futuristic action thriller Looper, time travel will be invented but it will be illegal and only available on the black market. When the mob wants to get rid of someone, they will send their target 30 years into the past where a looper, a hired gun, like Joe is waiting to mop up. Joe is getting rich and life is good until the day the mob decides to close the loop, sending back Joe's future self for assassination.",12.727269,/o4qXZMrZlfuTfwwNGMyTcx6p2uO.jpg,"[{'name': 'Endgame Entertainment', 'id': 1205}, {'name': 'FilmDistrict', 'id': 7263}, {'name': 'DMG Entertainment', 'id': 10289}, {'name': 'Ram Bergman Productions', 'id': 11092}]","[{'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-09-26,47042000.0,118.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Hunted By Your Future, Haunted By Your Past",Looper,False,6.6,4777.0
False,"{'id': 261307, 'name': 'Alice in Wonderland Collection', 'poster_path': '/xSDwVJEdtewx9pfD125PCdRgznH.jpg', 'backdrop_path': '/xX2mxqqYnG5nmujfZ422iXgXyOO.jpg'}",200000000,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",http://disney.go.com/wonderland/,12155,tt1014759,en,Alice in Wonderland,"Alice, an unpretentious and individual 19-year-old, is betrothed to a dunce of an English nobleman. At her engagement party, she escapes the crowd to consider whether to go through with the marriage and falls down a hole in the garden after spotting an unusual rabbit. Arriving in a strange and surreal place called 'Underland,' she finds herself in a world that resembles the nightmares she had as a child, filled with talking animals, villainous queens and knights, and frumious bandersnatches. Alice realizes that she is there for a reason – to conquer the horrific Jabberwocky and restore the rightful queen to her throne.",17.285093,/pvEE5EN5N1yjmHmldfL4aJWm56l.jpg,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Team Todd', 'id': 598}, {'name': 'Tim Burton Productions', 'id': 8601}, {'name': 'Roth Films', 'id': 16314}, {'name': 'Zanuck Company, The', 'id': 20004}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-03-03,1025491110.0,108.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,You're invited to a very important date.,Alice in Wonderland,False,6.4,4773.0
False,"{'id': 10, 'name': 'Star Wars Collection', 'poster_path': '/ghd5zOQnDaDW1mxO7R5fXXpZMu.jpg', 'backdrop_path': '/d8duYyyC9J5T825Hg7grmaabfxQ.jpg'}",32350000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",http://www.starwars.com/films/star-wars-episode-vi-return-of-the-jedi,1892,tt0086190,en,Return of the Jedi,"As Rebel leaders map their strategy for an all-out attack on the Emperor's newer, bigger Death Star. Han Solo remains frozen in the cavernous desert fortress of Jabba the Hutt, the most loathsome outlaw in the universe, who is also keeping Princess Leia as a slave girl. Now a master of the Force, Luke Skywalker rescues his friends, but he cannot become a true Jedi Knight until he wages his own crucial battle against Darth Vader, who has sworn to win Luke over to the dark side of the Force.",14.586087,/jx5p0aHlbPXqe3AH9G15NvmWaqQ.jpg,"[{'name': 'Lucasfilm', 'id': 1}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1983-05-23,572700000.0,135.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Empire Falls...,Return of the Jedi,False,7.9,4763.0
False,,185000000,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",http://disney.go.com/brave/#/home,62177,tt1217209,en,Brave,"Brave is set in the mystical Scottish Highlands, where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.",15.876341,/qhABv2d4NZLhsOOA4iBFM4rfuJC.jpg,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Pixar Animation Studios', 'id': 3}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-06-21,538983207.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Change your fate.,Brave,False,6.7,4760.0
False,"{'id': 179892, 'name': 'Kick-Ass Collection', 'poster_path': '/2UzHizIS6Z87ocDdY4TALPj1EqD.jpg', 'backdrop_path': '/fYMsCXEMguNlSORJIHydfBgOnty.jpg'}",28000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",,23483,tt1250777,en,Kick-Ass,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a super-hero, even though he has no powers, training or meaningful reason to do so.",17.26045,/yZFrniO6qSwjTCosStXweYtczGT.jpg,"[{'name': 'Lionsgate', 'id': 1632}, {'name': 'Marv Films', 'id': 5374}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-03-22,96188903.0,117.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Shut up. Kick ass.,Kick-Ass,False,7.1,4747.0
False,,30000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",http://www.lalaland.movie/,313369,tt3783958,en,La La Land,"Mia, an aspiring actress, serves lattes to movie stars in between auditions and Sebastian, a jazz musician, scrapes by playing cocktail party gigs in dingy bars, but as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.",19.681686,/ylXCdC106IKiarftHkcacasaAcb.jpg,"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Marc Platt Productions', 'id': 2527}, {'name': 'Gilbert Films', 'id': 10161}, {'name': 'Black Label Media', 'id': 33681}, {'name': 'Impostor Pictures', 'id': 53247}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-11-29,445435700.0,128.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Here's to the fools who dream.,La La Land,False,7.9,4745.0
False,"{'id': 86066, 'name': 'Despicable Me Collection', 'poster_path': '/xIXhIlZDRmSSfNbpN7kBCm5hg39.jpg', 'backdrop_path': '/15IZl405E664QDVxpFJBl7TtLmw.jpg'}",74000000,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",http://www.minionsmovie.com/,211672,tt2293640,en,Minions,"Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.",547.488298,/q0R4crx2SehcEEQEkYObktdeFy.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Illumination Entertainment', 'id': 6704}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-06-17,1156730962.0,91.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Before Gru, they had a history of bad bosses",Minions,False,6.4,4729.0
False,"{'id': 86066, 'name': 'Despicable Me Collection', 'poster_path': '/xIXhIlZDRmSSfNbpN7kBCm5hg39.jpg', 'backdrop_path': '/15IZl405E664QDVxpFJBl7TtLmw.jpg'}",76000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",http://www.despicableme.com/,93456,tt1690953,en,Despicable Me 2,Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.,24.82355,/kQrYyZQHkwkUg2KlUDyvymj9FAp.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Illumination Entertainment', 'id': 6704}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2013-06-25,970761885.0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Back 2 Work,Despicable Me 2,False,7.0,4729.0
False,"{'id': 10194, 'name': 'Toy Story Collection', 'poster_path': '/7G9915LfUQ2lVfwMEEhDsn3kT4B.jpg', 'backdrop_path': '/9FBwqcd9IRruEDUrTdcaafOMKUq.jpg'}",200000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",http://disney.go.com/toystory/,10193,tt0435761,en,Toy Story 3,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",16.96647,/mMltbSxwEdNE4Cv8QYLpzkHWTDo.jpg,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Pixar Animation Studios', 'id': 3}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-06-16,1066969703.0,103.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,No toy gets left behind.,Toy Story 3,False,7.6,4710.0
False,,60000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,37165,tt0120382,en,The Truman Show,"Truman Burbank is the star of ""The Truman Show"", a 24-hour-a-day ""reality"" TV show that broadcasts every aspect of his life -- live and in color -- without his knowledge. His entire life has been an unending soap opera for consumption by the rest of the world. And everyone he knows -- including his wife and his best friend -- is really an actor, paid to be part of his life.",13.155901,/EelZzudHRvJmjWccWscN1S5vmI.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Scott Rudin Productions', 'id': 258}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-06-04,264118201.0,103.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,On the air. Unaware.,The Truman Show,False,7.8,4702.0
False,,18000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,194662,tt2562232,en,Birdman,"A fading actor best known for his portrayal of a popular superhero attempts to mount a comeback by appearing in a Broadway play. As opening night approaches, his attempts to become more altruistic, rebuild his career, and reconnect with friends and family prove more difficult than expected.",18.193263,/rSZs93P0LLxqlVEbI001UKoeCQC.jpg,"[{'name': 'Worldview Entertainment', 'id': 9015}, {'name': 'New Regency Pictures', 'id': 10104}, {'name': 'TSG Entertainment', 'id': 22213}, {'name': 'Le Grisbi Productions', 'id': 47169}, {'name': 'M Productions', 'id': 52660}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-08-27,103215094.0,119.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,or (The Unexpected Virtue of Ignorance),Birdman,False,7.4,4657.0
False,"{'id': 404825, 'name': 'Wreck-It Ralph Collection', 'poster_path': '/aa0D0ssoQWTrvTYhwDsRNVc4DQk.jpg', 'backdrop_path': '/maHMw00WEuUzi4hoXxXQAGLntfH.jpg'}",165000000,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",http://disney.go.com/wreck-it-ralph,82690,tt1772341,en,Wreck-It Ralph,"Wreck-It Ralph is the 9-foot-tall, 643-pound villain of an arcade video game named Fix-It Felix Jr., in which the game's titular hero fixes buildings that Ralph destroys. Wanting to prove he can be a good guy and not just a villain, Ralph escapes his game and lands in Hero's Duty, a first-person shooter where he helps the game's hero battle against alien invaders. He later enters Sugar Rush, a kart racing game set on tracks made of candies, cookies and other sweets. There, Ralph meets Vanellope von Schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade, and one that Ralph may have inadvertently started.",13.697597,/93FsllrXXWncp7BQYTdOU1XMRXo.jpg,"[{'name': 'Walt Disney Animation Studios', 'id': 6125}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-11-01,471222889.0,108.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The story of a regular guy just looking for a little wreck-ognition.,Wreck-It Ralph,False,7.1,4656.0
False,,30000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,120467,tt2278388,en,The Grand Budapest Hotel,"The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.",14.442048,/nX5XotM9yprCKarRH4fzOq1VM1J.jpg,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Scott Rudin Productions', 'id': 258}, {'name': 'Studio Babelsberg', 'id': 264}, {'name': 'Indian Paintbrush', 'id': 9350}, {'name': 'TSG Entertainment', 'id': 22213}, {'name': 'American Empirical Pictures', 'id': 23449}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",2014-02-26,174600318.0,99.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,A perfect holiday without leaving home.,The Grand Budapest Hotel,False,8.0,4644.0
